Aracaju;BR;-10.91111;-37.071671;adventures,beach,culture;aracaju
Laranjeiras;BR;-10.80639;-37.169998;culture,history;laranjeiras
Sao Cristovao;BR;-11.01472;-37.20639;culture,food,history;sao_cristovao
Natal;BR;-5.795;-35.209438;adventures,beach,history;natal
Parnamirim;BR;-5.91556;-35.262779;beach,culture,water_sports;parnamirim
Bezerros;BR;-8.23333;-35.79694;culture;bezerros
Fernando de Noronha (Distrito Estadual);BR;-3.84028;-32.410831;adventures,beach,water_sports;fernando_de_noronha_(distrito_estadual)
Paulista;BR;-7.94083;-34.873058;beach,boat_trip,history;paulista
Ipojuca;BR;-8.39889;-35.063889;beach,food,water_sports;ipojuca
Recife;BR;-8.05389;-34.881111;beach,culture,history;recife
Olinda;BR;-8.00889;-34.855282;beach,culture,history;olinda
Tamandare;BR;-8.75972;-35.104721;beach,boat_trip,food;tamandare
Caruaru;BR;-8.28333;-35.976109;culture,food;caruaru
Itamaraca;BR;-7.74778;-34.825562;beach,food,history;itamaraca
Cabedelo;BR;-6.98111;-34.833889;beach,culture,history;cabedelo
Campina Grande;BR;-7.23056;-35.881111;culture,food,history;campina_grande
Conde;BR;-7.25972;-34.907501;beach;conde
Joao Pessoa;BR;-7.115;-34.86306;beach,boat_trip,history;joao_pessoa
Parnaiba;BR;-2.90472;-41.776669;beach,boat_trip,history;parnaiba
Piripiri;BR;-4.27333;-41.776939;adventures,history;piripiri
Teresina;BR;-5.08917;-42.801941;boat_trip,food,history;teresina
